Query	Document	Answer	Context_Relevance_Label
What are the exact conditions for a valid en passant capture?	"- 3.7.3.4 The player's choice is not restricted to pieces that have been captured previously.
- 3.7.3.5 This exchange of a pawn for another piece is called promotion, and the effect of the new piece is immediate.
<!-- image -->
In case of a promotion when the player cannot find the required piece, he/she has the right to pause the clock immediately and ask the Arbiter to bring him the piece he/she wants. The arbiter should provide the requested piece and restart the clock. The player then continues to consider his/her move. He/She is not obliged to promote to the requested piece."	"- 3.7.3.4 The player's choice is not restricted to pieces that have been captured previously.
- 3.7.3.5 This exchange of a pawn for another piece is called promotion, and the effect of the new piece is immediate.
<!-- image -->
In case of a promotion when the player cannot find the required piece, he/she has the right to pause the clock immediately and ask the Arbiter to bring him the piece he/she wants. The arbiter should provide the requested piece and restart the clock. The player then continues to consider his/her move. He/She is not obliged to promote to the requested piece."	1
How does one claim a draw by threefold repetition?	"This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:
- 9.1.2.1 A player wishing to offer a draw shall do so after having made a move on the chessboard and before pressing his/her clock. An offer at any other time during play is still valid but Article 11.5 must be considered. No conditions can be attached to the offer. In both cases the offer cannot be withdrawn and remains valid until the opponent accepts it, rejects it orally, rejects it by touching a piece with the intention of moving or capturing it, or the game is concluded in some other way.
- 9.1.2.2 The offer of a draw shall be recorded by each player on his/her scoresheet with the symbol (=).
This is a valuable rule for the arbiter and its use should be encouraged. If a player claims that he/she is being distracted by repeated draw offers then his/her scoresheet should be examined for evidence of this in the form of several (=) being displayed."	"This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:
- 9.1.2.1 A player wishing to offer a draw shall do so after having made a move on the chessboard and before pressing his/her clock. An offer at any other time during play is still valid but Article 11.5 must be considered. No conditions can be attached to the offer. In both cases the offer cannot be withdrawn and remains valid until the opponent accepts it, rejects it orally, rejects it by touching a piece with the intention of moving or capturing it, or the game is concluded in some other way.
- 9.1.2.2 The offer of a draw shall be recorded by each player on his/her scoresheet with the symbol (=).
This is a valuable rule for the arbiter and its use should be encouraged. If a player claims that he/she is being distracted by repeated draw offers then his/her scoresheet should be examined for evidence of this in the form of several (=) being displayed."	1
How does the knight move according to FIDE Laws?	"## Article 3: The Moves of the Pieces
- 3.1 It is not permitted to move a piece to a square occupied by a piece of the same colour.
- 3.1.1 If a piece moves to a square occupied by an opponent's piece the latter is captured and removed from the chessboard as part of the same move.
- 3.1.2 A piece is said to attack an opponent's piece if the piece could make a capture on that square according to Articles 3.2 to 3.8.
- 3.1.3 A piece is considered to attack a square even if this piece is constrained from moving to that square because it would then leave or place the king of its own colour under attack.
Being pinned against its own king does not stop a piece from attacking the squares it could otherwise move to. Even a pinned piece can 'check' the opponent's king.
- 3.2 The bishop may move to any square along a diagonal on which it stands.
<!-- image -->
Initially, each player has two bishops, one of which moves on light squares, the other one on dark squares. If a player has two (or more) bishops on squares of the same colour, it must be that the second bishop is the result of a promotion (See article 3.7.3.5), or an illegal move was played.
- 3.3 The rook may move to any square along the file or the rank on which it stands.
<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces."	"## Article 3: The Moves of the Pieces
- 3.1 It is not permitted to move a piece to a square occupied by a piece of the same colour.
- 3.1.1 If a piece moves to a square occupied by an opponent's piece the latter is captured and removed from the chessboard as part of the same move.
- 3.1.2 A piece is said to attack an opponent's piece if the piece could make a capture on that square according to Articles 3.2 to 3.8.
- 3.1.3 A piece is considered to attack a square even if this piece is constrained from moving to that square because it would then leave or place the king of its own colour under attack.
Being pinned against its own king does not stop a piece from attacking the squares it could otherwise move to. Even a pinned piece can 'check' the opponent's king.
- 3.2 The bishop may move to any square along a diagonal on which it stands.
<!-- image -->
Initially, each player has two bishops, one of which moves on light squares, the other one on dark squares. If a player has two (or more) bishops on squares of the same colour, it must be that the second bishop is the result of a promotion (See article 3.7.3.5), or an illegal move was played.
- 3.3 The rook may move to any square along the file or the rank on which it stands.
<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces."	1
What is the 75-move rule and when does it apply?	"In 9.6.1 case, the five times need not be consecutive.
In both 9.6.1 and 9.6.2 cases the arbiter must intervene and stop the game, declaring it as a draw.
If a draw under either of the above conditions is not noticed during the game a player may appeal using the normal appeals procedure."	"In 9.6.1 case, the five times need not be consecutive.
In both 9.6.1 and 9.6.2 cases the arbiter must intervene and stop the game, declaring it as a draw.
If a draw under either of the above conditions is not noticed during the game a player may appeal using the normal appeals procedure."	1
How should a player correctly offer a draw?	"## Article 9: The Drawn Game
- 9.1 Draw offers and event regulations:
- 9.1.1 The regulations of an event may specify that players cannot offer or agree to a draw, whether in less than a specified number of moves or at all, without the consent of the arbiter.
If a competition applies this rule, then the required number of moves or the no agreement at all condition, should be communicated to the players in the invitation to the tournament. It is advisable for the arbiter to repeat the rule before the start of the tournament. It is clear that the rule applies only for draw agreements. Articles 9.2,
9.3 and 9.6 still apply during the whole game and give the possibility to the players to draw in less than the specified number of moves, which must be accepted by the arbiter. For example, if two players claim a draw by three-fold occurrence after 20 moves, in a tournament where there is a draw restriction rule before 30 moves have been completed by both players, then the arbiter must allow the draw. If neither player claims a draw by three-fold occurrence, and an arbiter is aware that the same position (per 9.2.2) has occurred at least 5 times, then he/she must intervene, see Article 9.6.1.
This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:"	"## Article 9: The Drawn Game
- 9.1 Draw offers and event regulations:
- 9.1.1 The regulations of an event may specify that players cannot offer or agree to a draw, whether in less than a specified number of moves or at all, without the consent of the arbiter.
If a competition applies this rule, then the required number of moves or the no agreement at all condition, should be communicated to the players in the invitation to the tournament. It is advisable for the arbiter to repeat the rule before the start of the tournament. It is clear that the rule applies only for draw agreements. Articles 9.2,
9.3 and 9.6 still apply during the whole game and give the possibility to the players to draw in less than the specified number of moves, which must be accepted by the arbiter. For example, if two players claim a draw by three-fold occurrence after 20 moves, in a tournament where there is a draw restriction rule before 30 moves have been completed by both players, then the arbiter must allow the draw. If neither player claims a draw by three-fold occurrence, and an arbiter is aware that the same position (per 9.2.2) has occurred at least 5 times, then he/she must intervene, see Article 9.6.1.
This article does not specify a penalty in case of its violation. Unless the tournament regulations specifies one, the arbiter may act according to art. 12.9.
- 9.1.2 However, if the regulations of an event allow a draw agreement the following shall apply:"	1
What information must be recorded on the envelope when a game is adjourned?	"- I.2.7 the date, time and venue of resumption of play.
- I.3 The arbiter shall check the accuracy of the information on the envelope and is responsible for its safekeeping.
- I.4 If a player proposes a draw after his/her opponent has sealed his/her move, the offer is valid until the opponent has accepted it or rejected it as in Article 9.1.
- I.5 Before the game is to be resumed, the position immediately before the sealed move shall be set up on the chessboard, and the times used by each player when the game was adjourned shall be indicated on the clocks.
- I.6 If prior to the resumption the game is agreed drawn, or if one of the players notifies the arbiter that he/she resigns, the game is concluded.
- I.7 The envelope shall be opened only when the player who must reply to the sealed move is present.
- I.8 Except in the cases mentioned in Articles 5, 5.2.2, 6.9 and 9.6, the game is lost by a player whose recording of his/her sealed move:
- I.8.1 is ambiguous, or
- I.8.2 is recorded in such a way that its true significance is impossible to establish, or
- I.8.3 is illegal.
- I.9 If, at the agreed resumption time:
- I.9.1 the player having to reply to the sealed move is present, the envelope is opened, the sealed move is made on the chessboard and his/her clock is started,"	"- I.2.7 the date, time and venue of resumption of play.
- I.3 The arbiter shall check the accuracy of the information on the envelope and is responsible for its safekeeping.
- I.4 If a player proposes a draw after his/her opponent has sealed his/her move, the offer is valid until the opponent has accepted it or rejected it as in Article 9.1.
- I.5 Before the game is to be resumed, the position immediately before the sealed move shall be set up on the chessboard, and the times used by each player when the game was adjourned shall be indicated on the clocks.
- I.6 If prior to the resumption the game is agreed drawn, or if one of the players notifies the arbiter that he/she resigns, the game is concluded.
- I.7 The envelope shall be opened only when the player who must reply to the sealed move is present.
- I.8 Except in the cases mentioned in Articles 5, 5.2.2, 6.9 and 9.6, the game is lost by a player whose recording of his/her sealed move:
- I.8.1 is ambiguous, or
- I.8.2 is recorded in such a way that its true significance is impossible to establish, or
- I.8.3 is illegal.
- I.9 If, at the agreed resumption time:
- I.9.1 the player having to reply to the sealed move is present, the envelope is opened, the sealed move is made on the chessboard and his/her clock is started,"	1
What are the arbiter's duties during a rapid or blitz tournament?	"- A.2 Players do not need to record the moves, but do not lose their rights to claims normally based on a scoresheet. The player can, at any time, ask the arbiter to provide him/her with a scoresheet, in order to write the moves.
Players are allowed to record the moves, but they may stop recording any time they wish. Players may claim a draw without the support of a scoresheet when they are playing on electronic boards. The arbiter also has the right to accept or refuse a claim without scoresheet evidence based on his/her observations.
- A.3 The penalties mentioned in Articles 7 and 9 of the Competitive Rules of Play shall be one minute instead of two minutes.
- A.4 The Competitive Rules of Play shall apply if:
A4.1one arbiter supervises at most three games and
- A4.2 each game is recorded by the arbiter or his/her assistant and, if possible, by electronic means
- A.4.3 The player may at any time, when it is his/her move, ask the arbiter or his/her assistant to show him/her the scoresheet. This may be requested a maximum of five times in a game. More requests shall be considered as a distraction of the opponent.
If a player asks the Arbiter to show him the score sheet, the clock should not be paused.
If the Competition Rules are used they must apply to every round. They cannot be introduced, for example, only for the final.
- A.5 Otherwise the following apply:
- A.5.1 From the initial position, once 10 moves have been completed by each player,
- A.5.1.1 No change can be made to the clock setting, unless the schedule of the event would be adversely affected"	"- A.2 Players do not need to record the moves, but do not lose their rights to claims normally based on a scoresheet. The player can, at any time, ask the arbiter to provide him/her with a scoresheet, in order to write the moves.
Players are allowed to record the moves, but they may stop recording any time they wish. Players may claim a draw without the support of a scoresheet when they are playing on electronic boards. The arbiter also has the right to accept or refuse a claim without scoresheet evidence based on his/her observations.
- A.3 The penalties mentioned in Articles 7 and 9 of the Competitive Rules of Play shall be one minute instead of two minutes.
- A.4 The Competitive Rules of Play shall apply if:
A4.1one arbiter supervises at most three games and
- A4.2 each game is recorded by the arbiter or his/her assistant and, if possible, by electronic means
- A.4.3 The player may at any time, when it is his/her move, ask the arbiter or his/her assistant to show him/her the scoresheet. This may be requested a maximum of five times in a game. More requests shall be considered as a distraction of the opponent.
If a player asks the Arbiter to show him the score sheet, the clock should not be paused.
If the Competition Rules are used they must apply to every round. They cannot be introduced, for example, only for the final.
- A.5 Otherwise the following apply:
- A.5.1 From the initial position, once 10 moves have been completed by each player,
- A.5.1.1 No change can be made to the clock setting, unless the schedule of the event would be adversely affected"	1
How is checkmate defined according to FIDE rules?	"## Article 5: The Completion of the Game
- 5.1.1 The game is won by the player who has checkmated his/her opponent's king. This immediately ends the game, provided that the move producing the checkmate position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.1.2 The game is lost by the player who declares he/she resigns (this immediately ends the game), unless the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves. In this case the result of the game is a draw.
A player may resign in a number of different ways:
- -pausing the clock
- -announcing his/her resignation
- -knocking over his/her king
- -reaching out his/her hand to the opponent
- -signing the score sheets, and so on.
All of these possibilities are capable of being misinterpreted. Therefore, the situation has to be clarified.
At the end of a game the arbiter should ensure that both scoresheets show the same result. A player who does not wish to continue a game and leaves without resigning - or notifying the arbiter - is being discourteous. He/She may be penalized, at the discretion of the Chief Arbiter, for poor sportsmanship.
- 5.2.1 The game is drawn when the player to move has no legal move and his/her king is not in check. The game is said to end in 'stalemate'. This immediately ends the game, provided that the move producing the stalemate position was in accordance with Article 3 and Articles 4.2 - 4.7."	"## Article 5: The Completion of the Game
- 5.1.1 The game is won by the player who has checkmated his/her opponent's king. This immediately ends the game, provided that the move producing the checkmate position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.1.2 The game is lost by the player who declares he/she resigns (this immediately ends the game), unless the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves. In this case the result of the game is a draw.
A player may resign in a number of different ways:
- -pausing the clock
- -announcing his/her resignation
- -knocking over his/her king
- -reaching out his/her hand to the opponent
- -signing the score sheets, and so on.
All of these possibilities are capable of being misinterpreted. Therefore, the situation has to be clarified.
At the end of a game the arbiter should ensure that both scoresheets show the same result. A player who does not wish to continue a game and leaves without resigning - or notifying the arbiter - is being discourteous. He/She may be penalized, at the discretion of the Chief Arbiter, for poor sportsmanship.
- 5.2.1 The game is drawn when the player to move has no legal move and his/her king is not in check. The game is said to end in 'stalemate'. This immediately ends the game, provided that the move producing the stalemate position was in accordance with Article 3 and Articles 4.2 - 4.7."	1
How much time is added after each move in a rapid game?	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."		0
What is the penalty for making an illegal move?	"If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:
- 7.4.1 If a player displaces one or more pieces, he/she shall re-establish the correct position in his/her own time.
- 7.4.2 If necessary, either the player or h i s / h e r opponent shall pause the chessclock and ask for the arbiter's assistance.
- 7.4.3 The arbiter may penalise the player who displaces the pieces.
Player A's clock is running when Player B accidentally displaces a piece. Player A should not restart Player B's clock but should pause the clock and summon the arbiter. The arbiter may then either add time to A's clock or subtract time from B's clock. If A restarts B's clock this creates several problems with increments being wrongly added and the move counter affected.
Most problems happen in Rapid Chess or Blitz. The penalty should be according to Article 12.9. A player should not be forfeited immediately for accidentally displacing a piece. If he/she did it deliberately, perhaps in order to gain time, or does it several times, that is different.
- 7.5 Illegal moves:
- 7.5.1 An illegal move is completed once the player has pressed his/her clock. If during a game it is found that an illegal move has been completed, the position immediately before the irregularity shall be reinstated. If the position immediately before the irregularity cannot be determined, the game shall continue from the last identifiable position prior to the irregularity. Articles 4.3 and 4.7 apply to the move replacing the illegal move. The game shall then continue from this reinstated position."	"If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:
- 7.4.1 If a player displaces one or more pieces, he/she shall re-establish the correct position in his/her own time.
- 7.4.2 If necessary, either the player or h i s / h e r opponent shall pause the chessclock and ask for the arbiter's assistance.
- 7.4.3 The arbiter may penalise the player who displaces the pieces.
Player A's clock is running when Player B accidentally displaces a piece. Player A should not restart Player B's clock but should pause the clock and summon the arbiter. The arbiter may then either add time to A's clock or subtract time from B's clock. If A restarts B's clock this creates several problems with increments being wrongly added and the move counter affected.
Most problems happen in Rapid Chess or Blitz. The penalty should be according to Article 12.9. A player should not be forfeited immediately for accidentally displacing a piece. If he/she did it deliberately, perhaps in order to gain time, or does it several times, that is different.
- 7.5 Illegal moves:
- 7.5.1 An illegal move is completed once the player has pressed his/her clock. If during a game it is found that an illegal move has been completed, the position immediately before the irregularity shall be reinstated. If the position immediately before the irregularity cannot be determined, the game shall continue from the last identifiable position prior to the irregularity. Articles 4.3 and 4.7 apply to the move replacing the illegal move. The game shall then continue from this reinstated position."	1
How does en passant capture work?	"<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces.
- 3.6 The knight may move to one of the squares nearest to that on which it stands but not on the same rank, file or diagonal.
- 3.7 The pawn:
- 3.7.1 The pawn may move forward to the square immediately in front of it on the same file, provided that this square is unoccupied, or
- 3.7.2 on its first move the pawn may move as in 3.7.1 or alternatively it may advance two squares along the same file, provided that both squares are unoccupied, or
- 3.7.3 the pawn may move to a square occupied by an opponent's piece diagonally in front of it on an adjacent file, capturing that piece.
<!-- image -->
<!-- image -->
<!-- image -->
- 3.7.3.1 A pawn occupying a square on the same rank as and on an adjacent file to an opponent's pawn which has just advanced two squares in one move from its original square may capture this opponent's pawn as though the latter had been moved only one square.
- 3.7.3.2 This capture is only legal on the move following this advance and is called an 'en passant' capture.
- 3.7.3.3 When a player, having the move, plays a pawn to the rank furthest from its starting position, he/she must exchange that pawn as part of the same move for a new queen, rook, bishop or knight of the same colour on the intended square of arrival. This is called the square of 'promotion'."	"<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces.
- 3.6 The knight may move to one of the squares nearest to that on which it stands but not on the same rank, file or diagonal.
- 3.7 The pawn:
- 3.7.1 The pawn may move forward to the square immediately in front of it on the same file, provided that this square is unoccupied, or
- 3.7.2 on its first move the pawn may move as in 3.7.1 or alternatively it may advance two squares along the same file, provided that both squares are unoccupied, or
- 3.7.3 the pawn may move to a square occupied by an opponent's piece diagonally in front of it on an adjacent file, capturing that piece.
<!-- image -->
<!-- image -->
<!-- image -->
- 3.7.3.1 A pawn occupying a square on the same rank as and on an adjacent file to an opponent's pawn which has just advanced two squares in one move from its original square may capture this opponent's pawn as though the latter had been moved only one square.
- 3.7.3.2 This capture is only legal on the move following this advance and is called an 'en passant' capture.
- 3.7.3.3 When a player, having the move, plays a pawn to the rank furthest from its starting position, he/she must exchange that pawn as part of the same move for a new queen, rook, bishop or knight of the same colour on the intended square of arrival. This is called the square of 'promotion'."	1
How does the arbiter handle displacement of pieces?	"It is very important that the irregularity must be discovered during the game. After the players have signed the scoresheets or it is clear in another way that the game is over, corrections are not possible. The result stands.
When the irregularity is discovered during the game the game, the game restarts from the restored position. The 'touch move' rule applies so the piece to be played should be, if possible, the one first touched, either the piece illegally moved or the piece captured.
If the irregularity was caused by a check being missed the touched piece should be used to block the check or capture the checking piece, if possible.
A move cannot be declared illegal until the player has completed his/her move by pressing his/her clock. So, the player can correct his/her move without being penalized, even if he/she had already released the piece on the board, provided he/she hasn't pressed the clock. Of course, he/she must comply with the relevant parts of article 4.
If an arbiter observes an illegal move he/she must always intervene immediately. He/She should not wait for a claim to be submitted by a player.
- 7.5.2 If the player has moved a pawn to the furthest distant rank, pressed the clock, but not replaced the pawn with a new piece, the move is illegal. The pawn shall be replaced by a queen of the same colour as the pawn.
- 7.5.3 If the player presses the clock without making a move, it shall be considered and penalised as if an illegal move.
If a player restarts the opponent's clock instead of pausing it an arbiter may regard this as an accident and punish it less severely.
For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?"	"It is very important that the irregularity must be discovered during the game. After the players have signed the scoresheets or it is clear in another way that the game is over, corrections are not possible. The result stands.
When the irregularity is discovered during the game the game, the game restarts from the restored position. The 'touch move' rule applies so the piece to be played should be, if possible, the one first touched, either the piece illegally moved or the piece captured.
If the irregularity was caused by a check being missed the touched piece should be used to block the check or capture the checking piece, if possible.
A move cannot be declared illegal until the player has completed his/her move by pressing his/her clock. So, the player can correct his/her move without being penalized, even if he/she had already released the piece on the board, provided he/she hasn't pressed the clock. Of course, he/she must comply with the relevant parts of article 4.
If an arbiter observes an illegal move he/she must always intervene immediately. He/She should not wait for a claim to be submitted by a player.
- 7.5.2 If the player has moved a pawn to the furthest distant rank, pressed the clock, but not replaced the pawn with a new piece, the move is illegal. The pawn shall be replaced by a queen of the same colour as the pawn.
- 7.5.3 If the player presses the clock without making a move, it shall be considered and penalised as if an illegal move.
If a player restarts the opponent's clock instead of pausing it an arbiter may regard this as an accident and punish it less severely.
For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?"	1
What happens if both players have made an illegal move?	"-  white: 2.2. 1. There are 16 light-coloured pieces and 32 squares called white.
-  2. When capitalised, this also refers to the player of the white pieces.
-  zero tolerance: 6.7.1. Where a player must arrive at the chessboard before the start of the session.
-  50-move rule: 9.3. A player may claim a draw if the last 50 moves have been completed by each player without the movement of any pawn and without any capture.
-  75-move rule: 9.6.2. The game is drawn if the last 75 moves have been completed by each player without the movement of any pawn and without any capture."		0
What notation system is used for recording moves?	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."	1
What are the exact conditions for a valid en passant capture?	"## 0. Introduction
- 0.1 The following regulations may be altered by the FIDE Council upon recommendation of the Qualification Commission (QC). For tournaments, changes will apply to those starting on or after the date upon which they become effective.
- 0.2 The tournaments to be rated shall be pre-registered by the federation in whose territory it is held and they will be responsible for the submission of results and rating fees. Council may additionally designate these rights and responsibilities to Affiliated Organisations that are representing an autonomous territory which is contained within no more than one Federation.
The tournament and its playing schedule must be registered:
- 0.2.1 Not later than 30 days before the tournament starts, if one of the players in the tournament is rated in excess of 2700, or a female player rated in excess of 2500.
- 0.2.2 Otherwise, three days before the tournament starts.
The QC Chairman may refuse to register a tournament.
Exceptions to permit tournaments to be rated even though it is registered later than the prescribed notice period may be granted:
- 0.2.3 Tournaments in category 0.2.1: With the approval of the President
- 0.2.4 Tournaments in category 0.2.2: With the approval of the QC Chairman
All tournaments played under Hybrid conditions as described in 2.1 must be approved individually by the QC Chairman.
In exceptional cases, the FIDE Council (taking into account the QC' advisory opinion) or FIDE President (in regards events with average rating more than 2700) has the right to make a decision to rate the tournaments or individual games that have not been submitted by the national federation."		0
What is the 50-move rule for claiming a draw?	"- 9.2.2 has just appeared, and the player claiming the draw has the move.
- 9.2.3 Positions are considered the same if and only if the same player has the move, pieces of the same kind and colour occupy the same squares and the possible moves of all the pieces of both players are the same. Thus positions are not the same if:
- 9.2.3.1 at the start of the sequence a pawn could have been captured en passant
- 9.2.3.2 a king had castling rights with a rook that has not been moved, but forfeited these after moving. The castling rights are lost only after the king or rook is moved.
Only the player whose move it is, and whose clock is running, is allowed to claim a draw in this way. If the procedure of a draw claim is correct, but the player forgets or doesn't know that he/she shall write his/her intended move, it is advisable that instead of rejecting the claim, the arbiter says 'Make your claim legal', if the player asks how he/she can make his/her claim legal, the arbiter can, according to article 11.2, explains conditions of a correct claim.
The correctness of a claim must be checked in the presence of both players. It is also advisable to replay the game and not to decide by only using the score sheets. If electronic boards are used it is possible to check it on the computer.
- 9.3 The game is drawn, upon a correct claim by a player having the move, if:
- 9.3.1 he/she indicates his/her move, which cannot be changed, by writing it on the paper scoresheet or entering it on the electronic scoresheet and declares to the arbiter his/her intention to make this move which will result in the last 50 moves by each player having been made without the movement of any pawn and without any capture, or"	"- 9.2.2 has just appeared, and the player claiming the draw has the move.
- 9.2.3 Positions are considered the same if and only if the same player has the move, pieces of the same kind and colour occupy the same squares and the possible moves of all the pieces of both players are the same. Thus positions are not the same if:
- 9.2.3.1 at the start of the sequence a pawn could have been captured en passant
- 9.2.3.2 a king had castling rights with a rook that has not been moved, but forfeited these after moving. The castling rights are lost only after the king or rook is moved.
Only the player whose move it is, and whose clock is running, is allowed to claim a draw in this way. If the procedure of a draw claim is correct, but the player forgets or doesn't know that he/she shall write his/her intended move, it is advisable that instead of rejecting the claim, the arbiter says 'Make your claim legal', if the player asks how he/she can make his/her claim legal, the arbiter can, according to article 11.2, explains conditions of a correct claim.
The correctness of a claim must be checked in the presence of both players. It is also advisable to replay the game and not to decide by only using the score sheets. If electronic boards are used it is possible to check it on the computer.
- 9.3 The game is drawn, upon a correct claim by a player having the move, if:
- 9.3.1 he/she indicates his/her move, which cannot be changed, by writing it on the paper scoresheet or entering it on the electronic scoresheet and declares to the arbiter his/her intention to make this move which will result in the last 50 moves by each player having been made without the movement of any pawn and without any capture, or"	1
When is move recording required according to FIDE Laws?	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."	1
