Query	Document	Answer	Context_Relevance_Label
Quels sont les frais de déplacement remboursés pour un arbitre régional se déplaçant à 150 km ?	"## 2) FRAIS DE DÉPLACEMENTS  
Le calcul des frais de déplacement est régi par les tarifs fédéraux(2025) et le règlement financier de la FFE(2023). Ces documents restent la référence de calcul pour les frais de déplacement qui peuvent être sujet à évolution.  
L'utilisation des transports en commun doit être privilégiée à chaque fois que possible.  
Note : Le kilométrage est calculé sur le déplacement réel effectué -dans la limite d'un trajet raisonnable .  
- ➔ Si l'arbitre doit nécessairement utiliser son véhicule :
- o Cas Général : 0,32 € / km pour une distance aller 0 -110 km
- o Cas Long déplacement : Au delà d'une distance de 110 km aller, utiliser le tableau et la formule ci-dessous  
Formule de remboursement du trajet aller : R= C + (DxK)  
Le remboursement total correspond au remboursement de la « distance aller » multiplié par 2 + 20 € forfaitaires couvrant les frais annexes."	"## 1) PRINCIPES GÉNÉRAUX  
- Les principes de ce barème ont été votés par le comité directeur de la F.F.E de juin 2024.
- U n événement doit respecter le minimum d'un ou d'une arbitre titré par tranche de 100 joueurs.
- L'arbitre en chef peut négocier un nombre d'arbitres plus confortable avec l'équipe d'organisation.
- L'indemnité d'arbitrage est calculée de manière journalière, elle est comprise entre 50 € (plancher) et 100 € (plafond) par jour.
- Le montant précis est négocié avec l'organisateur suivant les règles établies dans ce chapitre du livre de l'arbitre.
- Les arbitres stagiaires n'ayant pas de titre ne perçoivent aucune indemnité, mais ont le droit aux frais d'hébergement. L'organisateur n'est pas tenu de leur verser des frais de déplacements.
- Dès lors qu'un tournoi est homologué, l'organisateur est tenu de faire appel à des arbitres fédéraux ayant au moins le titre minimal requis (voir règlements fédéraux : tournois homologués). L'indemnisation de l'arbitre est obligatoire et doit nécessairement figurer dans le budget de l'événement. Si un /une arbitre fait don d'une somme correspondant partiellement ou totalement au montant de l'indemnité due, cette opération apparaît à la fois en dépenses (ligne budgétaire « arbitrage ») et en recettes (don).
- Le paiement de l'indemnité s'effectue avant le début de la dernière ronde. Une fiche d'indemnisation, signée par l'arbitre et par l'organisateur, est établie en double exemplaire."	1
Comment participer au Ch. individuel Féminin rapide ?	"## 1.1. Conditions de participation  
Le championnat de France Individuel féminin de parties rapides est ouvert :  
- À toutes les joueuses françaises ou ressortissantes de l'Union Européenne résidant en France ;
- Aux joueuses de nationalité monégasque ou andorrane et licenciées à la Fédération Française des Échecs ;
- Aux joueuses étrangères jouant sous le code FRA ;
- Les jeunes joueuses jouant avec un code FIDE étranger mais scolarisées en France depuis le début de saison.  
Toute Ligue contrevenant à cet article s'expose à des sanctions pouvant aller jusqu'à l'invalidation des qualifications concernées."	"## 1.2. Déroulement de la compétition  
Elle se déroule en deux phases : une phase zone interdépartementale (ZID) et une finale.  
La première phase est organisée sous le contrôle de la Ligue. Elle est ouverte aux joueuses licenciées dans chacune des zones interdépartementales de cette Ligue.  
Se qualifient pour la phase finale :  
- 1 joueuse pour 1 à 10 participantes ;
- 2 joueuses pour 11 à 20 participantes
- 3 joueuses pour 21 à 30 participantes ;
- 4 joueuses pour 31 à 40 participantes ;
- 5 joueuses pour 41 à 60 participantes ;
- 6 joueuses pour 61 à 100 participantes ;
- 7 joueuses pour plus de 100 participantes.  
Des repêchages parmi les participantes de la phase ZID pourront être éventuellement opérés pour la phase finale.  
Sont qualifiées directement pour la phase finale :  
- La championne et la vice-championne de l'année précédente ;
- Les premières de chacune des catégories de U8F à U20F de l'édition précédente ;
- Une joueuse sélectionnée par le club organisateur ;
- Les joueuses françaises titrées GM, MI, GMF ou MIF ;
- Les deux premières classées dans chacune des catégories féminines du championnat de France Jeunes de la saison en cours. Si elles sont déjà qualifiées, les places reviennent aux suivantes ;
- Une joueuse par ZID choisie par la Ligue, sans obligation d'avoir participé aux phases de qualification."	1
Quelles qualifications d'office aux Championnats Jeunes ?	"- III.3.1.1. La partie continue si cela se produit dans toute période de jeu autre que la dernière.
- III.3.1.2. La partie est nulle si cela se produit dans une période de jeu où tous les coups restants doivent être achevés.  
III.4 Si le joueur ou la joueuse au trait a moins de 2 minutes restantes à sa pendule, il/elle peut demander qu'un incrément de 5 secondes par coup soit introduit pour lui/elle et son adversaire, si possible. Ceci représente une proposition de nulle. Si la propo sition de nulle est refusée et que l'arbitre accepte la requête, les pendules sont alors programmées avec l'ajout de temps ; l'adversaire reçoit deux minutes de temps supplémentaire et la partie continue.  
III.5 Si l'article III.4 ne s'applique pas et que le joueur ou la joueuse au trait a moins de deux minutes à sa pendule, il/elle peut réclamer la nulle avant que son drapeau ne tombe. Il/Elle doit appeler l'arbitre et peut mettre la pendule d'échecs en pause (voir Article 6.11.2). Il/Elle peut réclamer sur la base que son adversaire ne peut pas gagner par des moyens normaux et/ou que son adversaire n'a fait aucun effort pour gagner par des moyens normaux.  
- III.5.1. Si l'arbitre est d'accord que l'adversaire ne peut pas gagner par des moyens normaux ou que l'adversaire ne fait aucun effort pour gagner la partie par des moyens normaux, l'arbitre déclare la partie nulle. Dans le cas contraire, l'arbitre reporte sa décision ou rejette la demande."		0
Quelles sont les règles des interclubs jeunes ?	"## 2.3. Calendrier  
Pour la phase zone interdépartementale, la date et le lieu sont fixés par la Ligue. Cette phase doit se dérouler au plus tard à la date limite fixée dans le calendrier fédéral.  
La date et le lieu de la phase finale sont fixés par la Commission Technique Fédérale, en accord avec le Comité Directeur Fédéral."		0
Comment est composée la Commission Régionale de Discipline ?	"## RÈGLEMENT DISCIPLINAIRE  
Les membres des Commissions Régionales de Discipline sont désignés à la majorité simple par le Comité Directeur de l'organe déconcentré régional de son ressort territorial.  
Il ne peut être mis fin aux fonctions d'un membre en cours de mandat qu'en cas :  
-  d'empêchement définitif constaté par les instances mentionnées ci-dessus ;
-  ou de démission ;
-  ou d'exclusion.  
Chacun de ces organes se compose de trois membres au moins choisis, notamment, en raison de leur compétence d'ordre juridique ou en matière d'éthique et de déontologie sportive.  
Le président de la FFE, les présidents de ses organes déconcentrés, ainsi que les membres des instances dirigeantes de FFE ne peuvent être simultanément membres d'aucun organe disciplinaire.  
Toute Commission Régionale de Discipline est composée en majorité de membres n'appartenant pas aux instances dirigeantes de son organe déconcentré.  
Les membres des organes disciplinaires ne peuvent être liés à la fédération et à ses organes déconcentrés par un lien contractuel autre que celui résultant éventuellement de la licence."	"## RÈGLEMENT DISCIPLINAIRE  
Les membres des Commissions Régionales de Discipline sont désignés à la majorité simple par le Comité Directeur de l'organe déconcentré régional de son ressort territorial.  
Il ne peut être mis fin aux fonctions d'un membre en cours de mandat qu'en cas :  
-  d'empêchement définitif constaté par les instances mentionnées ci-dessus ;
-  ou de démission ;
-  ou d'exclusion.  
Chacun de ces organes se compose de trois membres au moins choisis, notamment, en raison de leur compétence d'ordre juridique ou en matière d'éthique et de déontologie sportive.  
Le président de la FFE, les présidents de ses organes déconcentrés, ainsi que les membres des instances dirigeantes de FFE ne peuvent être simultanément membres d'aucun organe disciplinaire.  
Toute Commission Régionale de Discipline est composée en majorité de membres n'appartenant pas aux instances dirigeantes de son organe déconcentré.  
Les membres des organes disciplinaires ne peuvent être liés à la fédération et à ses organes déconcentrés par un lien contractuel autre que celui résultant éventuellement de la licence."	1
Quel est le montant minimal d'indemnisation journalière pour un arbitre principal lors d'un tournoi national de plus de 100 joueurs en 2025 ?	"Limbe : Sousgroupe d'un niveau d'appariement hétérogène qui contient tous les flotteurs descendants qui ne seront pas appariés avec ce niveau. (Par nécessité, ces joueurs doivent flotter à nouveau)  
Niveau d'appariement : Un ensemble de personnes à apparier. De manière générale, il correspond à un groupe de points, mais il peut également contenir des personnes ayant un score plus élevé qui n'ont pas pu être apparié dans le groupe de points précédent (voir alors Flotteur descendant) ;  
Effondré : (voir dernier niveau effondré) ;  
Hétérogène  
: un niveau qui contient des joueurs et joueuses ayant des scores différents,  
Homogène  
: niveau qui comprend des joueurs et joueuses dont le score est identique ;  
Résiduel  
: voir groupe résiduel.  
Numéro d'appariement du niveau (NAN) : Numéro attribué à chaque joueur dans le niveau d'appariement avant toute transposition ou échange, représentant le classement du joueur dans le groupe d'appariement.  
Ordre :  
voir au mot initial  
Paire : deux joueurs qui jouent l'un contre l'autre.  
Partie ajournée : partie qui a été suspendue et qui sera reprise ultérieurement. Pour les appariements, elle équivaut à un match nul (temporaire).  
Préférence couleur : La couleur que le joueur doit idéalement recevoir pour la ronde suivante. Elle peut être déterminée pour chaque personne qui a joué au moins une partie.  
Absolue : une préférence couleur qui ne peut être remise en cause (voir C.3) à l'exception des top joueurs (voir A.7, C.8, C.9)."		0
Un joueur classé uniquement en Rapide participe à son premier tournoi Standard. Comment obtient-il son Elo Standard ?	"## 6. Listes Officielles du Classement Rapide et blitz de la FIDE  
- 6.1. Le premier jour de chaque mois, la FIDE prépare une liste des classements intégrant les parties prises en compte durant la période de classement à partir de la liste précédente. Cela est fait en utilisant la formule du système de classement.
- 6.1.1. La période de classement (pour les nouveaux classés, voir 6.1.4) est la période pendant laquelle une certaine liste de classements est valide.
- 6.1.2. Les données suivantes, concernant chaque joueur et joueuse dont le classement est d'au moins 1 400 dans la liste actuelle, sont publiées : Titre de la FIDE, Fédération, Classement Actuel, Code FIDE, Nombre de parties prises en compte dans la période de classement, Année de naissance, Sexe et la valeur actuelle du coefficient K pour le joueur.
- 6.1.3. La date de clôture des tournois prise en compte pour une liste est de 3 jours avant la date de publication de la liste, les tournois se terminant à cette date ou avant sont pris en compte pour le calcul du classement. Les manifestations officielles de la FIDE sont prises en compte pour le classement même si elles se terminent le dernier jour avant la date de publication du classement.
- 6.1.4. Un classement pour un joueur ou une joueuse entrant dans la liste sera publié lorsqu'il sera basé sur au moins 5 parties jouées contre des adversaires classés. Il n'est pas nécessaire que ces parties proviennent d'un seul tournoi. Les résultats d'autres tournois joués lors de périodes de classement consécutives, d'au plus 26 mois, sont regroupés pour obtenir le classement initial. Celui-ci doit être d' au moins 1400."	"## 3. Durée de jeu journalière  
- 3.1. Il ne doit pas y avoir plus de 12 heures de jeu par jour. Ceci est calculé en se basant sur des parties de 60 coups, bien que les parties jouées avec incrément puissent durer plus longtemps."	1
Quel est le barème d'indemnisation spécifique pour un arbitre lors d'un match par équipes (ex : interclubs) avec moins de 20 joueurs ?	"## 1.2 Déroulement de la compétition  
Le championnat se joue par équipes de clubs. Dans chaque groupe, la compétition est organisée selon le système toutes rondes. Le nombre d'équipes par club n'est pas limité.  
A l'issue de la saison, l'équipe classée première de chaque groupe est promue en N4.  
Chaque équipe classée huitième de son groupe de Régionale est normalement rétrogradée en Départementale. Toutefois le nombre d'équipes effectivement rétrogradées en Départementale est déterminé au cas particulier chaque année en fonction du nombre d'équipes rétrogradées de N4 en utilisant les départages de l'article 4.4 du règlement fédéral."		0
Quand débute et se termine la saison FFE ?	"## Principe  
Les compétitions fédérales sont toutes organisées une fois chaque saison. Les règles générales sont applicables à toutes les compétitions fédérales. La saison débute le 1er septembre et s'achève le 31 août. Seuls les clubs affiliés ayant respecté leurs engagements et exigences réglementaires envers la FFE, la Ligue et le CDJE, peuvent participer à une compétition fédérale officielle.  
Les compétitions fédérales sont :  
- Les Coupes (Coupe de France, Coupe Loubatière, Coupe de la parité)
- Les Championnats de France par équipes (des Clubs, des clubs Féminins, des scolaires, des interclubs Jeunes)
- Les Championnats de France (individuel, Féminin de parties rapide, des Jeunes, Universitaire, rapide, blitz)"	"## Principe  
Les compétitions fédérales sont toutes organisées une fois chaque saison. Les règles générales sont applicables à toutes les compétitions fédérales. La saison débute le 1er septembre et s'achève le 31 août. Seuls les clubs affiliés ayant respecté leurs engagements et exigences réglementaires envers la FFE, la Ligue et le CDJE, peuvent participer à une compétition fédérale officielle.  
Les compétitions fédérales sont :  
- Les Coupes (Coupe de France, Coupe Loubatière, Coupe de la parité)
- Les Championnats de France par équipes (des Clubs, des clubs Féminins, des scolaires, des interclubs Jeunes)
- Les Championnats de France (individuel, Féminin de parties rapide, des Jeunes, Universitaire, rapide, blitz)"	1
Comment noter une partie en notation algébrique ?	"## Description du Système Algébrique :  
- C.1 Dans cette description, le mot 'pièce' indique une pièce autre que le pion
- C.2 Chaque pièce est désignée par une abréviation. En Français, l'abréviation employée est la première lettre, en majuscule, du nom de la pièce : R = Roi, D = Dame, T = Tour, F = Fou, C = Cavalier.  
En anglais : K=King, Q=Queen, R=Rook, B=Bishop, N=kNight (N est utilisé pour knight afin d'éviter l' ambiguïté)  
- C.3 Pour l'abréviation du nom des pièces, chaque joueur ou joueuse est libre d'employer celle qui est communément utilisée dans son pays. Dans la presse, l'utilisation de dessins représentant les pièces est recommandée.
- C.4 Les pions ne sont pas désignés par leur première lettre mais se reconnaissent par l'absence de celle -ci.  
Exemples : les coups sont notés e5, d4, a5 et non pe5, Pd4, pa5  
C.5 Les 8 colonnes (de gauche à droite pour les Blancs et de droite à gauche pour les Noirs) sont désignées respectivement par les lettres minuscules a, b, c, d, e, f, g, et h.  
C.6 Les 8 rangées (du bas vers le haut pour les Blancs et du haut vers le bas pour les Noirs) sont numérotées respectivement 1, 2, 3, 4, 5, 6, 7, 8. Par conséquent, dans la position initiale, les pièces et les pions blancs sont sur la première et deuxième rangée. Les pions et les pièces noirs sont sur la septième et huitième rangée."	"## Annexe C : La notation algébrique  
La FIDE ne reconnaît qu'un seul système de notation pour ses propres tournois et pour ses matchs : le Système Algébrique. Elle préconise l'utilisation de cette notation uniforme dans la littérature et les périodiques échiquéens.  
Les feuilles de parties, utilisant un autre système que la notation algébrique, ne peuvent pas être utilisées comme preuve dans le cas où ces feuilles sont normalement utilisées à cet effet. L' arbitre qui constate qu'un autre système de notation que le système algébrique est utilisé doit avertir de cette obligation."	1
Qu'est-ce qu'un forfait administratif à la FFE ?	"## 3.1.3. Forfait administratif  
- il s'agit d'un forfait non sportif, découlant d'une sanction.  
Les conséquences du forfait administratif peuvent impliquer une sanction sportive et/ou financière prononcée par l'autorité compétente.  
- Uniquement la direction de groupe ou la direction de la compétition peuvent sanctionner un forfait administratif.
- Il ne peut y avoir une double sanction administrative à l'encontre d'une joueuse ou d'un joueur. Seule la sanction administrative la plus sévère sera retenue."	"## 3.1.3. Forfait administratif  
- il s'agit d'un forfait non sportif, découlant d'une sanction.  
Les conséquences du forfait administratif peuvent impliquer une sanction sportive et/ou financière prononcée par l'autorité compétente.  
- Uniquement la direction de groupe ou la direction de la compétition peuvent sanctionner un forfait administratif.
- Il ne peut y avoir une double sanction administrative à l'encontre d'une joueuse ou d'un joueur. Seule la sanction administrative la plus sévère sera retenue."	1
Combien de joueuses au Tournoi National Féminin ?	"## 2.2. Tournoi National Féminin (16 joueuses)  
Sont qualifiées dans l'ordre pour le tournoi National Féminin :  
1. Les trois premières du National Féminin précédent ;
2. Les trois premières joueuses du classement final du tournoi Accession précédent, puis à défaut de l'Open A ;
3. Les 8 joueuses ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours ;
4. La championne de France féminine U20F de la saison en cours ;
5. La joueuse jeune (toutes catégories féminines jeunes confondues) ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours. En cas de qualification par l'un des 4 premiers critères, la place revient dans l'ordre aux jeunes joueuses suivantes, dans la limite des 3 premières places.  
En cas de désistements selon chaque critère de qualification, les remplacements sont effectués selon le critère 3 (meilleur Elo moyen).  
En cas d'égalité à la moyenne Elo dans les critères de qualification concernés, les joueuses sont départagées par le meilleur Elo lors de la dernière publication, puis la précédente et ainsi de suite jusqu'à obtenir un départage.  
Toutes les joueuses doivent être sur la liste des joueuses actives de la FIDE le 1 er avril de l'année en cours."	"## 2.2. Tournoi National Féminin (16 joueuses)  
Sont qualifiées dans l'ordre pour le tournoi National Féminin :  
1. Les trois premières du National Féminin précédent ;
2. Les trois premières joueuses du classement final du tournoi Accession précédent, puis à défaut de l'Open A ;
3. Les 8 joueuses ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours ;
4. La championne de France féminine U20F de la saison en cours ;
5. La joueuse jeune (toutes catégories féminines jeunes confondues) ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours. En cas de qualification par l'un des 4 premiers critères, la place revient dans l'ordre aux jeunes joueuses suivantes, dans la limite des 3 premières places.  
En cas de désistements selon chaque critère de qualification, les remplacements sont effectués selon le critère 3 (meilleur Elo moyen).  
En cas d'égalité à la moyenne Elo dans les critères de qualification concernés, les joueuses sont départagées par le meilleur Elo lors de la dernière publication, puis la précédente et ainsi de suite jusqu'à obtenir un départage.  
Toutes les joueuses doivent être sur la liste des joueuses actives de la FIDE le 1 er avril de l'année en cours."	1
Quelle est la procédure en cas de coup illégal ?	"## 7.5. Coups illégaux  
7.5.1. Un coup illégal est achevé lorsque le joueur ou la joueuse a appuyé sur la pendule. Si au cours d'une partie, on constate qu'un coup illégal a été achevé, la position précédant immédiatement l'irrégularité est rétablie. Si la position immédiatement avant l'irrégularité ne peut être déterminée, la partie continue à partir de la dernière position identifiable antérieure à l'irrégularité. Les Articles 4.3 et 4.7 s'appliquent au coup remplaçant le coup illégal. La partie se poursuit alors à partir de cette position rétablie.  
Il est très important que l'irrégularité soit observée pendant la partie. Après la signature des feuilles de partie ou tout autre événement matérialisant clairement la fin de la partie, aucune correction n'est possible. Le résultat sera maintenu. En outre, l orsqu'une irrégularité est observée pendant la partie, le jeu redémarre à partir de la position précédente. La règle de la pièce touchée s'applique, donc la pièce à jouer doit être, si possible, la première touchée, soit la pièce déplacée illégalement soit la pièce capturée. Si l'irrégularité a été causée par l'oubli d'un échec, la pièce touché e doit être utilisée pour parer l'échec ou capturer la piè ce faisant échec, si possible.  
Un coup ne peut pas être déclaré illégal avant qu 'il ne soit achevé en appuyant sur sa pendule. Le joueur ou la joueuse peut donc corriger son coup sans avoir de sanction , même s'il /elle avait déjà lâché la pièce sur l'échiquier, à condition qu'il /elle n'ait pas appuyé sur la pendule. Bien entendu, le coup joué doit respecter l'article 4."	"## Le tableau suivant indique quelques situations avec les résultats correspondants :  
| Pièce du joueur n'ayant plus de temps. | Pièces de l'adversaire | Résultat |
|------------------------------------------|-----------------------------|------------------------------------------------------|
| Roi + Dame | Roi +Cavalier ou Roi + Fou | Match nul |
| Roi + Tour | Roi + Cavalier | Victoire pour l'adversaire (car un mat est possible) |
| Roi + Tour | Roi + Fou | Match nul |
| Roi + Cavalier | Roi + Cavalier | Victoire pour l'adversaire |
| Roi + Cavalier | Roi + Fou | Victoire pour l'adversaire |
| Roi + Fou | Roi + Cavalier | Victoire pour l'adversaire |
| Roi + Fou | Roi + Fou (couleur opposée) | Victoire pour l'adversaire |
| Roi + Fou | Roi + Fou (même couleur) | Match nul |
| Roi + Pion | Roi + Cavalier | Victoire pour l'adversaire |"	1
Comment gagne-t-on une partie aux échecs ?	"## Titre VI Ethique du sport et intégrité des compétitions  
Le sport est porteur de valeurs fortes et structurantes pour la société, notamment celle de respect des règles. La cohérence entre ces valeurs et l'attitude adoptée en pratique par les acteurs et institutions du sport doit donc être assurée. La FFE doit ainsi contribuer à faire respecter les enjeux éthiques et sportifs au sein de son organisation et lors des compétitions qu'elle organise."		0
Comment fonctionne le Championnat de France scolaire ?	"## 1.2. Structure  
- 1.2.1. Le championnat de France scolaire est organisé chaque saison, il se sépare en deux catégories :
- a) Le championnat des écoles réservé aux écoliers scolarisés en France, c'est-à-dire les élèves de la maternelle petite section jusqu'au CM2, ULIS inclus, ou dans un établissement relevant de l'AEFE (Agence pour l'Enseignement Français à l'Étranger).
- b) Le championnat des collèges réservé aux collégiennes et collégiens scolarisés en France, c'est-à-dire les élèves de la classe de 6 e jusqu'à la classe de 3 e, ULIS et SEGPA inclus, ou dans un établissement relevant de l'AEFE (Agence pour l'Enseignement Français à l'Étranger).
- 1.2.2. Les lycéennes et lycéens peuvent participer aux championnats UNSS des lycées sous certaines conditions. Les étudiants (classes post-bac) peuvent participer au championnat universitaire de la FFSU."	"## 1.1. Responsabilités  
- 1.1.1. Dans chaque département, le Comité Départemental du Jeu d'Echecs (CDJE), nomme un Correspondant ou une Correspondante Scolaire Départemental (CSD). Informer, organiser, médiatiser sont les objectifs de son action. Le CDJE est le support de l'action. Il encourage et soutient les événements.
- 1.1.2. La personne nommée CSD organise son action départementale sous la responsabilité du CDJE. Elle fixe les dates des rencontres, les lieux d'actions, s'assure de la disponibilité du matériel, désigne les arbitres et veille au bon déroulement des tournois. Elle rappelle les objectifs du secteur scolaire à tous les participants.
- 1.1.3. Les objectifs se traduisent par la recherche de la participation du plus grand nombre d'élèves et du plus grand nombre d'établissements du département. En particulier, la ou le CSD organise une campagne d'information à partir de la rentrée et elle ou lui a le souci de la relation importante avec les acteurs de l'Éducation nationale (DASEN, IEN, chefs d'établissements, directeurs d'école, USEP, UNSS, UGSEL).
- 1.1.4. De même, dans chaque Ligue, une personne est nommée Correspondant ou Correspondante Scolaire Académique (CSA) par la Ligue. Elle coordonne les actions de la Ligue en direction des scolaires en étroit contact avec les Correspondants Scolaires Départementaux. Elle rend compte de son action auprès du Comité directeur de la Ligue et informe la direction du championnat.
- 1.1.5. Le comité directeur fédéral nomme un Directeur ou une Directrice des Championnats Scolaires (DCS)."	1
Quelles conditions de licence pour jeunes étrangers aux championnats ?	"## Définition  
Les compétitions homologuées sont les compétitions et tournois officiels de la Fédération Française des Echecs. La Fédération Française des Échecs est le seul organisme permettant l'homologation FIDE des tournois d'échecs se déroulant en France.  
Les résultats des compétitions homologuées sont les seuls pouvant être pris en compte pour les différents classements."		0
En partie rapide (20min+10s/coup), les joueurs se sont trompés de couleurs après 8 coups. Un joueur a une dame d'avance. Que faire ?	"## Article 7 Irrégularités  
- 7.1. Si une irrégularité apparaît et que les pièces doivent être replacées dans une position antérieure, l'arbitre f ait preuve du plus grand discernement pour déterminer les temps à afficher sur la pendule d'échecs . Ceci inclut le droit de ne pas changer les temps affichés. Il/Elle ajuste aussi, si nécessaire, le compteur de coups de la pendule.
- 7.2.1. Si au cours d'une partie, on constate que la position initiale des pièces était incorrecte, la partie est annulée et une nouvelle partie est jouée.  
La position incorrecte doit être constatée pendant la partie, sinon le résultat restera en l'état. Si une partie est disputée sur un échiquier électronique qui montre cette erreur ou cesse d'enregistrer les coups , les responsables de retransmission peuvent alors signaler le problème à l'arbitre. Il est du devoir de l'arbitre de vérifier si cette situation a été causée par une irrégularité dans le jeu.  
- 7.2.2. Si au cours d'une partie, on constate que l'échiquier a été placé en contradiction avec l'article 2.1, la partie continue, mais la position atteinte doit être transférée sur un échiquier correctement disposé.
- 7.3. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie continue.  
Après que les noirs aient joué leur 10ème coup la partie devra continuer, dans le cas contraire une nouvelle partie sera jouée avec les bonnes couleurs. Peu importe la position atteinte sur l'échiquier ni combien de pièces ou de pions ont été capturés."	"## Article 7 Irrégularités  
- 7.1. Si une irrégularité apparaît et que les pièces doivent être replacées dans une position antérieure, l'arbitre f ait preuve du plus grand discernement pour déterminer les temps à afficher sur la pendule d'échecs . Ceci inclut le droit de ne pas changer les temps affichés. Il/Elle ajuste aussi, si nécessaire, le compteur de coups de la pendule.
- 7.2.1. Si au cours d'une partie, on constate que la position initiale des pièces était incorrecte, la partie est annulée et une nouvelle partie est jouée.  
La position incorrecte doit être constatée pendant la partie, sinon le résultat restera en l'état. Si une partie est disputée sur un échiquier électronique qui montre cette erreur ou cesse d'enregistrer les coups , les responsables de retransmission peuvent alors signaler le problème à l'arbitre. Il est du devoir de l'arbitre de vérifier si cette situation a été causée par une irrégularité dans le jeu.  
- 7.2.2. Si au cours d'une partie, on constate que l'échiquier a été placé en contradiction avec l'article 2.1, la partie continue, mais la position atteinte doit être transférée sur un échiquier correctement disposé.
- 7.3. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie continue.  
Après que les noirs aient joué leur 10ème coup la partie devra continuer, dans le cas contraire une nouvelle partie sera jouée avec les bonnes couleurs. Peu importe la position atteinte sur l'échiquier ni combien de pièces ou de pions ont été capturés."	1
Quel délai pour la convocation à l'audience disciplinaire ?	"## ARTICLE 12 - CONVOCATION A L'AUDIENCE  
La personne poursuivie et, le cas échéant, son représentant légal sont convoqués devant l'organe disciplinaire dans les conditions prévues à l'article 8, dix jours au moins avant l'audience. La convocation énonce à l'intéressé les griefs retenus à son encontre ainsi que ses droits définis au présent article.  
La personne poursuivie ainsi que, le cas échéant, son représentant légal, son conseil mandaté par un pouvoir écrit ou son avocat peuvent consulter, avant la séance, le rapport et l'intégralité du dossier, sur demande adressée au président de l'organe disciplinaire, par courrier recommandé avec accusé de réception ou par courrier électronique. Ces documents lui seront alors transmis par courrier électronique.  
Ils peuvent demander que soient entendues les personnes de leur choix, dont ils communiquent les noms quarante-huit heures au moins avant la réunion de l'organe disciplinaire. Pour tenir compte de l'éloignement géographique ou de contraintes professionnelles ou médicales des personnes dont l'audition est demandée, celle-ci peut être réalisée par conférence téléphonique sous réserve de l'accord du président de l'organe disciplinaire et de la personne poursuivie.  
Le président de l'organe disciplinaire peut refuser, par décision motivée, les demandes d'audition manifestement abusives.  
Lors de la séance, la personne poursuivie peut être accompagnée par toute personne. Elle peut être représentée, le cas échéant, par son représentant légal, par son conseil ou son avocat. Des observations écrites ou orales peuvent être présentées par la personne poursuivie ou par les personnes qui l'assistent ou la représentent."	"## ARTICLE 12 - CONVOCATION A L'AUDIENCE  
La personne poursuivie et, le cas échéant, son représentant légal sont convoqués devant l'organe disciplinaire dans les conditions prévues à l'article 8, dix jours au moins avant l'audience. La convocation énonce à l'intéressé les griefs retenus à son encontre ainsi que ses droits définis au présent article.  
La personne poursuivie ainsi que, le cas échéant, son représentant légal, son conseil mandaté par un pouvoir écrit ou son avocat peuvent consulter, avant la séance, le rapport et l'intégralité du dossier, sur demande adressée au président de l'organe disciplinaire, par courrier recommandé avec accusé de réception ou par courrier électronique. Ces documents lui seront alors transmis par courrier électronique.  
Ils peuvent demander que soient entendues les personnes de leur choix, dont ils communiquent les noms quarante-huit heures au moins avant la réunion de l'organe disciplinaire. Pour tenir compte de l'éloignement géographique ou de contraintes professionnelles ou médicales des personnes dont l'audition est demandée, celle-ci peut être réalisée par conférence téléphonique sous réserve de l'accord du président de l'organe disciplinaire et de la personne poursuivie.  
Le président de l'organe disciplinaire peut refuser, par décision motivée, les demandes d'audition manifestement abusives.  
Lors de la séance, la personne poursuivie peut être accompagnée par toute personne. Elle peut être représentée, le cas échéant, par son représentant légal, par son conseil ou son avocat. Des observations écrites ou orales peuvent être présentées par la personne poursuivie ou par les personnes qui l'assistent ou la représentent."	1
C'est pas possible d'avoir un Elo sans faire au moins 5 parties, si ?	"- 2) Si les couleurs qu' elle a déjà eu sont équilibrées, alors, en général elle reçoit la couleur inverse de celle qu'il a reçue lors de la ronde précédente.
- i) Les règles d'appariement doivent être suffisamment transparentes pour qu'une personne en charge des appariements puisse les expliquer."		0
